,year,state,district,chloride,sdp,ginivalue,intercept,sdp2,sdp3
273,2007,rajasthan,alwar,130.25,273898.802725,0.39,1,75020554134.18848,2.054803995712027e+16
274,2008,rajasthan,alwar,205.41667,296930.5963142,0.39,1,88167779027.50642,2.61797112023361e+16
275,2009,rajasthan,alwar,396.48386,314237.3713139,0.39,1,98745125530.26985,3.102940867669307e+16
276,2010,rajasthan,alwar,386.83334,361435.8554958,0.39,1,130635877637.9808,4.721649019252823e+16
277,2011,rajasthan,alwar,476.92593,395330.931678,0.39,1,156286545541.3955,6.178490565761607e+16
278,2012,rajasthan,alwar,225.7037,409802.490807,0.39,1,167938081471.62134,6.882144408841933e+16
279,2013,rajasthan,alwar,396.46155,434292.219285,0.39,1,188609731731.49054,8.19117389724175e+16
280,2014,rajasthan,alwar,302.58823,465407.73111,0.39,1,216604356176.95807,1.0080934195686037e+17
281,2015,rajasthan,alwar,438.79999,501921.511436,0.39,1,251925203642.19867,1.2644667898091445e+17
282,2016,rajasthan,alwar,312.61365,529650.384499,0.39,1,280529529799.9386,1.4858257332186115e+17
283,2017,rajasthan,alwar,261.13333,557618.206976,0.39,1,310938064751.12915,1.7338472614711203e+17
284,2018,rajasthan,alwar,262.77777,568101.882953,0.39,1,322739749414.74414,1.8334905934629552e+17
285,2000,haryana,ambala,129.30588,108123.161511,0.37,1,11690618055.133791,1264026584138643.5
286,2001,haryana,ambala,98.0,116474.1890178,0.37,1,13566236707.354202,1580116418512590.2
287,2002,haryana,ambala,128.52632,123614.6773118,0.37,1,15280588446.900442,1888905009998017.2
288,2003,haryana,ambala,,135775.0939499,0.37,1,18434876137.104176,2502997039470089.0
289,2004,haryana,ambala,253.8,147482.6165469,0.37,1,21751122183.519943,3207912412456842.5
290,2005,haryana,ambala,218.58333,160805.9553307,0.37,1,25858555269.819084,4158209683634965.0
291,2006,haryana,ambala,170.63637,179089.4675824,0.37,1,32073037398.947495,5743943191527910.0
292,2007,haryana,ambala,191.53999,193107.6941953,0.37,1,37290581557.4255,7201098219756217.0
293,2008,haryana,ambala,196.7,207976.1043076,0.37,1,43254059962.96572,8995810886584943.0
294,2009,haryana,ambala,166.0625,233961.231557,0.37,1,54737857871.66817,1.2806536640447512e+16
295,2010,haryana,ambala,256.78571,249823.4552757,0.37,1,62411758805.88967,1.5591921234720954e+16
296,2011,haryana,ambala,159.42857,271152.480682,0.37,1,73523667780.00238,1.993612490738688e+16
297,2012,haryana,ambala,118.93571,289756.220454,0.37,1,83958667291.78705,2.4327546108823084e+16
298,2013,haryana,ambala,104.23572,314931.196825,0.37,1,99181658733.62689,3.1235398488069828e+16
299,2014,haryana,ambala,230.84616,333359.247481,0.37,1,111128387881.09862,3.704567575781972e+16
300,2015,haryana,ambala,165.0,372700.245017,0.37,1,138905472635.73184,5.177010368553945e+16
301,2016,haryana,ambala,127.28333,412054.614697,0.37,1,169789005493.09314,6.996234323824331e+16
302,2017,haryana,ambala,183.86667,434407.172743,0.37,1,188709591730.56662,8.197680021316125e+16
303,2018,haryana,ambala,113.93737,470327.643158,0.37,1,221208091918.559,1.0404028051953408e+17
304,2000,uttarpradesh,ambedkarnagar,46.0,351084.1089774,0.22,1,123260051576.45488,4.327464538022803e+16
305,2001,uttarpradesh,ambedkarnagar,52.666668,357471.0467097,0.22,1,127785549235.72853,4.5679634039669784e+16
306,2002,uttarpradesh,ambedkarnagar,54.0,369038.1836814,0.22,1,136189181014.86674,5.025900799878383e+16
307,2003,uttarpradesh,ambedkarnagar,,388468.8674867,0.22,1,150908061006.3993,5.862308355376977e+16
308,2004,uttarpradesh,ambedkarnagar,53.75,407921.4919919,0.22,1,166399943628.89777,6.787811327246803e+16
309,2005,uttarpradesh,ambedkarnagar,,431731.0483276,0.22,1,186391698090.0485,8.047108321597816e+16
310,2006,uttarpradesh,ambedkarnagar,,466023.3283118,0.22,1,217177742530.80777,1.0120989440945019e+17
311,2007,uttarpradesh,ambedkarnagar,,495889.8633084,0.22,1,245906756532.02362,1.2194266788327718e+17
312,2008,uttarpradesh,ambedkarnagar,,533571.8096457,0.22,1,284698876048.58716,1.519072944973415e+17
313,2009,uttarpradesh,ambedkarnagar,,566760.9860888,0.22,1,321218015352.34894,1.820538391305846e+17
314,2010,uttarpradesh,ambedkarnagar,,612018.7067716,0.22,1,374566897438.38165,2.2924194816968883e+17
315,2011,uttarpradesh,ambedkarnagar,,645131.553217,0.22,1,416194720956.1789,2.6850034677117558e+17
316,2012,uttarpradesh,ambedkarnagar,,673552.189347,0.22,1,453672551774.1369,3.0557214049411014e+17
317,2013,uttarpradesh,ambedkarnagar,,707469.104121,0.22,1,500512533285.7704,3.540971535250162e+17
318,2014,uttarpradesh,ambedkarnagar,,729686.3008,0.22,1,532442097575.18805,3.885157045698316e+17
319,2015,uttarpradesh,ambedkarnagar,,792048.75936,0.22,1,627341237203.7152,4.968848486225701e+17
320,2016,uttarpradesh,ambedkarnagar,43.599998,888453.00797,0.22,1,789348747370.9409,7.012992689390642e+17
321,2017,uttarpradesh,ambedkarnagar,,922457.512487,0.22,1,850927862343.7037,7.849447992034533e+17
322,2018,uttarpradesh,ambedkarnagar,30.171999,949184.454018,0.22,1,900951127749.4489,8.55168804289762e+17
323,2000,maharashtra,amravati,209.59822,462181.6751331,0.29,1,213611900828.8384,9.872750615343816e+16
324,2001,maharashtra,amravati,184.95653,478508.6139339,0.29,1,228970493608.94217,1.0956435352857584e+17
325,2002,maharashtra,amravati,128.04878,511507.1640366,0.29,1,261639578860.7652,1.3383051898280035e+17
326,2003,maharashtra,amravati,,551012.7797041,0.29,1,303615083397.239,1.672957910628048e+17
327,2004,maharashtra,amravati,144.34042,599027.6349564,0.29,1,358834107441.45807,2.1495154672234736e+17
328,2005,maharashtra,amravati,152.00922,685815.548872,0.29,1,470342967074.60254,3.2256852012235354e+17
329,2006,maharashtra,amravati,153.69925,780279.6914051,0.29,1,608836396819.2382,4.7506267582630816e+17
330,2007,maharashtra,amravati,153.88641,871095.9483975,0.29,1,758808151314.5399,6.609947062210929e+17
331,2008,maharashtra,amravati,169.71793,884778.747654,0.29,1,782833432300.1805,6.92634383852236e+17
332,2009,maharashtra,amravati,183.95454,970265.1970352,0.29,1,941414552577.7554,9.134217763486605e+17
333,2010,maharashtra,amravati,,1080814.5878042,0.29,1,1168160173210.3625,1.2625645560976407e+18
334,2011,maharashtra,amravati,,1126594.697875,0.29,1,1269215613280.0627,1.429891580381485e+18
335,2012,maharashtra,amravati,96.666664,1189710.839782,0.29,1,1415411882294.7917,1.6839308591223583e+18
336,2013,maharashtra,amravati,122.88095,1267551.269731,0.29,1,1606686221396.6704,2.0365571599906524e+18
337,2014,maharashtra,amravati,133.28709,1345341.463303,0.29,1,1809943652882.2573,2.434992242464593e+18
338,2015,maharashtra,amravati,122.46,1452513.394888,0.29,1,2109795162329.0632,3.064505733752867e+18
339,2016,maharashtra,amravati,122.57143,1596120.747603,0.29,1,2547601440928.7593,4.066279516489691e+18
340,2017,maharashtra,amravati,143.4007,1661065.007215,0.29,1,2759136958194.168,4.5831058513699686e+18
341,2018,maharashtra,amravati,71.875305,1728577.953055,0.29,1,2987981739787.8135,5.164959359528137e+18
342,2000,gujarat,amreli,579.13043,187486.1300255,0.19,1,35151048951.93869,6590334134335893.0
343,2001,gujarat,amreli,765.75,202722.5912177,0.19,1,41096448990.0187,8331178629102622.0
344,2002,gujarat,amreli,1171.1818,220397.2332726,0.19,1,48574940434.21686,1.0705782478082742e+16
345,2003,gujarat,amreli,,257104.4366173,0.19,1,66102691328.29923,1.6995295212849656e+16
346,2004,gujarat,amreli,439.1875,272449.3578123,0.19,1,74228652572.33466,2.0223548724604908e+16
347,2005,gujarat,amreli,820.46429,311996.5449489,0.19,1,97341844060.05098,3.037031902569051e+16
348,2006,gujarat,amreli,467.66666,338383.4783698,0.19,1,114503378433.64493,3.874605147947031e+16
349,2007,gujarat,amreli,526.45715,378395.6474308,0.19,1,143183265994.5743,5.41799246372734e+16
350,2008,gujarat,amreli,479.2973,394570.375799,0.19,1,155685781458.16406,6.1428997296508776e+16
351,2009,gujarat,amreli,327.30768,450323.9227272,0.19,1,202791635380.4132,9.132192474077173e+16
352,2010,gujarat,amreli,455.82758,499605.6040329,0.19,1,249605759581.0789,1.2470443628559573e+17
353,2011,gujarat,amreli,339.73685,532809.458729,0.19,1,283885919311.0899,1.5125710300892637e+17
354,2012,gujarat,amreli,373.83871,596658.833674,0.19,1,356001763801.218,2.1241159717552157e+17
355,2013,gujarat,amreli,432.23077,641488.810619,0.19,1,411507894149.3793,2.6397770957821462e+17
356,2014,gujarat,amreli,372.88571,705628.836007,0.19,1,497912054204.5936,3.5134110324224166e+17
357,2015,gujarat,amreli,199.07317,774775.215127,0.19,1,600276633975.0891,4.6507945822376115e+17
358,2016,gujarat,amreli,375.13159,843930.335881,0.19,1,712218411820.2175,6.010627235080686e+17
359,2017,gujarat,amreli,410.26828,946511.194431,0.19,1,895883441183.1984,8.479637059852636e+17
360,2018,gujarat,amreli,311.54999,1034399.010404,0.19,1,1069981312724.7744,1.1067876110332794e+18
361,2000,punjab,amritsar,53.169998,130869.8138609,0.3,1,17126908179.986614,2241395285527573.8
362,2001,punjab,amritsar,28.0,132574.7758189,0.3,1,17576071183.43159,2330143696920472.0
363,2002,punjab,amritsar,37.621429,134832.8663829,0.3,1,18179901857.02897,2451248277943023.0
364,2003,punjab,amritsar,,143252.0223939,0.3,1,20521141919.94243,2939695081863992.5
365,2004,punjab,amritsar,23.92,150374.3300627,0.3,1,22612439141.80584,3400330387032628.0
366,2005,punjab,amritsar,29.200001,157746.8313787,0.3,1,24884062810.02001,3925382060109207.0
367,2006,punjab,amritsar,34.599998,174759.6699571,0.3,1,30540942243.514523,5337324986655451.0
368,2007,punjab,amritsar,67.714287,189894.1594683,0.3,1,36059791800.17215,6847543854495587.0
369,2008,punjab,amritsar,37.174999,200421.2722428,0.3,1,40168686367.42256,8050659226080846.0
370,2009,punjab,amritsar,62.783333,213223.6778484,0.3,1,45464336795.198265,9694073102410512.0
371,2010,punjab,amritsar,46.666668,226995.4768816,0.3,1,51526946524.70501,1.1696383798628116e+16
372,2011,punjab,amritsar,66.599998,239226.952142,0.3,1,57229534631.15076,1.3690847142315234e+16
373,2012,punjab,amritsar,43.444443,251812.593817,0.3,1,63409582404.84542,1.5967331418216928e+16
374,2013,punjab,amritsar,51.0,267515.21,0.3,1,71564387581.34412,1.9144562172344664e+16
375,2014,punjab,amritsar,61.777779,278484.6,0.3,1,77553672437.15999,2.1597503447193524e+16
376,2015,punjab,amritsar,54.777779,294894.856617,0.3,1,86962976459.161,2.5644934473911828e+16
377,2016,punjab,amritsar,55.68182,315782.992402,0.3,1,99718898290.36159,3.1489532101161064e+16
378,2017,punjab,amritsar,48.200001,335056.78566,0.3,1,112263049616.81117,3.761449655299785e+16
379,2018,punjab,amritsar,65.583336,353942.469249,0.3,1,125275271538.07932,4.434023894402677e+16
380,2000,uttarpradesh,amroha,25.0,351084.1089774,0.24,1,123260051576.45488,4.327464538022803e+16
381,2001,uttarpradesh,amroha,17.5,357471.0467097,0.24,1,127785549235.72853,4.5679634039669784e+16
382,2002,uttarpradesh,amroha,,369038.1836814,0.24,1,136189181014.86674,5.025900799878383e+16
383,2003,uttarpradesh,amroha,,388468.8674867,0.24,1,150908061006.3993,5.862308355376977e+16
384,2004,uttarpradesh,amroha,85.0,407921.4919919,0.24,1,166399943628.89777,6.787811327246803e+16
385,2005,uttarpradesh,amroha,,431731.0483276,0.24,1,186391698090.0485,8.047108321597816e+16
386,2006,uttarpradesh,amroha,,466023.3283118,0.24,1,217177742530.80777,1.0120989440945019e+17
387,2007,uttarpradesh,amroha,,495889.8633084,0.24,1,245906756532.02362,1.2194266788327718e+17
388,2008,uttarpradesh,amroha,,533571.8096457,0.24,1,284698876048.58716,1.519072944973415e+17
389,2009,uttarpradesh,amroha,,566760.9860888,0.24,1,321218015352.34894,1.820538391305846e+17
390,2010,uttarpradesh,amroha,,612018.7067716,0.24,1,374566897438.38165,2.2924194816968883e+17
391,2011,uttarpradesh,amroha,,645131.553217,0.24,1,416194720956.1789,2.6850034677117558e+17
392,2012,uttarpradesh,amroha,,673552.189347,0.24,1,453672551774.1369,3.0557214049411014e+17
393,2013,uttarpradesh,amroha,,707469.104121,0.24,1,500512533285.7704,3.540971535250162e+17
394,2014,uttarpradesh,amroha,,729686.3008,0.24,1,532442097575.18805,3.885157045698316e+17
395,2015,uttarpradesh,amroha,,792048.75936,0.24,1,627341237203.7152,4.968848486225701e+17
396,2016,uttarpradesh,amroha,108.66666,888453.00797,0.24,1,789348747370.9409,7.012992689390642e+17
397,2017,uttarpradesh,amroha,,922457.512487,0.24,1,850927862343.7037,7.849447992034533e+17
398,2018,uttarpradesh,amroha,115.96667,949184.454018,0.24,1,900951127749.4489,8.55168804289762e+17
399,2000,gujarat,anand,270.22223,187486.1300255,0.21,1,35151048951.93869,6590334134335893.0
400,2001,gujarat,anand,762.16669,202722.5912177,0.21,1,41096448990.0187,8331178629102622.0
401,2002,gujarat,anand,449.0,220397.2332726,0.21,1,48574940434.21686,1.0705782478082742e+16
402,2003,gujarat,anand,,257104.4366173,0.21,1,66102691328.29923,1.6995295212849656e+16
403,2004,gujarat,anand,324.25,272449.3578123,0.21,1,74228652572.33466,2.0223548724604908e+16
404,2005,gujarat,anand,684.22223,311996.5449489,0.21,1,97341844060.05098,3.037031902569051e+16
405,2006,gujarat,anand,264.60001,338383.4783698,0.21,1,114503378433.64493,3.874605147947031e+16
406,2007,gujarat,anand,418.0,378395.6474308,0.21,1,143183265994.5743,5.41799246372734e+16
407,2008,gujarat,anand,461.5,394570.375799,0.21,1,155685781458.16406,6.1428997296508776e+16
408,2009,gujarat,anand,395.33334,450323.9227272,0.21,1,202791635380.4132,9.132192474077173e+16
409,2010,gujarat,anand,245.75,499605.6040329,0.21,1,249605759581.0789,1.2470443628559573e+17
410,2011,gujarat,anand,509.5,532809.458729,0.21,1,283885919311.0899,1.5125710300892637e+17
411,2012,gujarat,anand,393.44446,596658.833674,0.21,1,356001763801.218,2.1241159717552157e+17
412,2013,gujarat,anand,304.60001,641488.810619,0.21,1,411507894149.3793,2.6397770957821462e+17
413,2014,gujarat,anand,341.125,705628.836007,0.21,1,497912054204.5936,3.5134110324224166e+17
414,2015,gujarat,anand,271.73334,774775.215127,0.21,1,600276633975.0891,4.6507945822376115e+17
415,2016,gujarat,anand,296.70001,843930.335881,0.21,1,712218411820.2175,6.010627235080686e+17
416,2017,gujarat,anand,273.23077,946511.194431,0.21,1,895883441183.1984,8.479637059852636e+17
417,2018,gujarat,anand,338.0,1034399.010404,0.21,1,1069981312724.7744,1.1067876110332794e+18
418,2000,andhrapradesh,anantapur,263.62857,171092.8680057,0.27,1,29272769482.415882,5008362085216264.0
419,2001,andhrapradesh,anantapur,248.588,178850.9966259,0.27,1,31987678994.077694,5721028267840162.0
420,2002,andhrapradesh,anantapur,250.7048,182922.1475852,0.27,1,33460512077.18169,6120668728458596.0
421,2003,andhrapradesh,anantapur,,200842.5423211,0.27,1,40337726806.00284,8101531603171595.0
422,2004,andhrapradesh,anantapur,353.38889,215454.702683,0.27,1,46420728908.21993,1.000156434524867e+16
423,2005,andhrapradesh,anantapur,439.72726,227456.6990491,0.27,1,51736549942.31284,1.1767824870067384e+16
424,2006,andhrapradesh,anantapur,287.09091,251347.1421205,0.27,1,63175385852.14283,1.587895268629597e+16
425,2007,andhrapradesh,anantapur,243.85185,282692.2057365,0.27,1,79914883184.16763,2.259131459850708e+16
426,2008,andhrapradesh,anantapur,339.73077,289918.0574615,0.27,1,84052480042.24962,2.4368331738670504e+16
427,2009,andhrapradesh,anantapur,242.73914,309549.0583031,0.27,1,95820619496.336,2.966118253111047e+16
428,2010,andhrapradesh,anantapur,215.26923,330209.0564638,0.27,1,109038020970.71307,3.6005342023419204e+16
429,2011,andhrapradesh,anantapur,253.91667,339995.524194,0.27,1,115596956471.95284,3.930244781091261e+16
430,2012,andhrapradesh,anantapur,171.83333,341335.223157,0.27,1,116509734567.63898,3.976887624860788e+16
431,2013,andhrapradesh,anantapur,214.375,360239.225775,0.27,1,129772299786.97142,4.6749072802299784e+16
432,2014,andhrapradesh,anantapur,254.16667,397063.832491,0.27,1,157659687072.44092,6.260095957831516e+16
433,2015,andhrapradesh,anantapur,272.44446,446996.86,0.27,1,199806192849.8596,8.931274081244168e+16
434,2016,andhrapradesh,anantapur,332.80646,477565.55262,0.27,1,228068857049.24597,1.0891782975213493e+17
435,2017,andhrapradesh,anantapur,307.43478,526625.955496,0.27,1,277334897002.075,1.460517551261025e+17
436,2018,andhrapradesh,anantapur,278.0,558861.685174,0.27,1,312326383155.5231,1.7454724881459603e+17
437,2000,jammuandkashmir,anantnag,,37710.4595607,0.17,1,1422078760.27919,53627243581638.79
438,2001,jammuandkashmir,anantnag,,38436.6507774,0.17,1,1477376122.983804,56785390105997.625
439,2002,jammuandkashmir,anantnag,,40393.0315924,0.17,1,1631597001.2246246,65905149216531.37
440,2003,jammuandkashmir,anantnag,36.0,42468.6378311,0.17,1,1803585199.2291381,76595806623594.61
441,2004,jammuandkashmir,anantnag,,44761.0175673,0.17,1,2003548693.660139,89680878273862.44
442,2005,jammuandkashmir,anantnag,,46834.3043584,0.17,1,2193452064.7352448,102728801595371.36
443,2006,jammuandkashmir,anantnag,,49569.355377,0.17,1,2457120992.4913187,121797903681089.12
444,2007,jammuandkashmir,anantnag,,52630.6396764,0.17,1,2769984232.7470503,145786042063019.3
445,2008,jammuandkashmir,anantnag,,55926.4637485,0.17,1,3127769347.4122844,174925079021722.62
446,2009,jammuandkashmir,anantnag,,58635.1689627,0.17,1,3438083039.2843776,201592579916232.62
447,2010,jammuandkashmir,anantnag,,61986.6628807,0.17,1,3842346375.0855513,238174229423307.75
448,2011,jammuandkashmir,anantnag,,65319.127928,0.17,1,4266588473.27443,278689838301942.7
449,2012,jammuandkashmir,anantnag,14.0,67315.562709,0.17,1,4531384982.829312,305032729970267.5
450,2013,jammuandkashmir,anantnag,36.0,70535.826401,0.17,1,4975302806.072008,350937095021503.4
451,2014,jammuandkashmir,anantnag,53.0,67153.762872,0.17,1,4509627867.868807,302838480479824.8
452,2015,jammuandkashmir,anantnag,10.4,80602.310279,0.17,1,6496732422.312189,523651642502846.25
453,2016,jammuandkashmir,anantnag,46.0,82635.73144,0.17,1,6828664110.623805,564291653539475.2
454,2017,jammuandkashmir,anantnag,,87590.682903,0.17,1,7672127731.413896,672006907313587.2
455,2018,jammuandkashmir,anantnag,,93071.821797,0.17,1,8662364012.612524,806221999722618.6
456,2000,madhyapradesh,anuppur,,142623.6373679,0.37,1,20341501936.05024,2901178995645665.0
457,2001,madhyapradesh,anuppur,32.23077,152826.3020635,0.37,1,23355878602.40415,3569392558249453.0
458,2002,madhyapradesh,anuppur,43.384617,144856.4718406,0.37,1,20983397434.106537,3039580919533771.5
459,2003,madhyapradesh,anuppur,,161105.9514238,0.37,1,25955127584.167805,4181525523773469.5
460,2004,madhyapradesh,anuppur,56.222221,166392.1069122,0.37,1,27686333242.680992,4606787320922972.0
461,2005,madhyapradesh,anuppur,40.700001,174775.744243,0.37,1,30546560775.694546,5338797893636045.0
462,2006,madhyapradesh,anuppur,38.700001,190707.9783514,0.37,1,36369533006.87805,6935960113326227.0
463,2007,madhyapradesh,anuppur,53.200001,199720.2561209,0.37,1,39888180704.9979,7966477666598922.0
